Series Name,Series Code,Country Name,Country Code,2003 [YR2003],2009 [YR2009],2018 [YR2018]
Population density (people per sq. km of land area),EN.POP.DNST,Least developed countries: UN classification,LDC,39.8890511585256,46.0151120535008,56.8413289019083
Population density (people per sq. km of land area),EN.POP.DNST,Low & middle income,LMY,56.9645005229732,61.7100850192777,69.2415960633107
Population density (people per sq. km of land area),EN.POP.DNST,Low income,LIC,34.9151613042641,41.1956740538458,51.673738313444
Population density (people per sq. km of land area),EN.POP.DNST,Lower middle income,LMC,119.249349467748,131.400985248626,150.081518176415
Population density (people per sq. km of land area),EN.POP.DNST,Middle East & North Africa,MEA,29.7173257426686,33.6685474867801,39.997702909805
Population density (people per sq. km of land area),EN.POP.DNST,Middle East & North Africa (excluding high income),MNA,34.0527696890817,37.8301137908808,44.3111694561864
Population density (people per sq. km of land area),EN.POP.DNST,Middle East & North Africa (IDA & IBRD countries),TMN,33.7112480941173,37.4292737806693,43.8129297485221
Population density (people per sq. km of land area),EN.POP.DNST,Middle income,MIC,60.7956060929734,65.2749093039777,72.294869980189
Population density (people per sq. km of land area),EN.POP.DNST,North America,NAC,17.6284170827781,18.6648954902862,19.9709762368072
Population density (people per sq. km of land area),EN.POP.DNST,Not classified,INX,..,..,..
Population density (people per sq. km of land area),EN.POP.DNST,OECD members,OED,34.2843310738777,35.8125428356884,37.8092345649061
Population density (people per sq. km of land area),EN.POP.DNST,Other small states,OSS,10.8340549146717,12.5167947205088,15.1386164116647
Population density (people per sq. km of land area),EN.POP.DNST,Pacific island small states,PSS,31.5863862928349,34.0547352024922,38.2767445482866
Population density (people per sq. km of land area),EN.POP.DNST,Post-demographic dividend,PST,32.8975056476504,33.9991420960324,35.2674889372306
Population density (people per sq. km of land area),EN.POP.DNST,Pre-demographic dividend,PRE,33.7202802488174,39.9839830775272,51.6874400219725
Population density (people per sq. km of land area),EN.POP.DNST,Small states,SST,12.2720962053717,13.8132307760229,16.2244628233256
Population density (people per sq. km of land area),EN.POP.DNST,South Asia,SAS,307.614590866619,338.590406937859,380.247133746081
Population density (people per sq. km of land area),EN.POP.DNST,South Asia (IDA & IBRD),TSA,307.614590866619,338.590406937859,380.247133746081
Population density (people per sq. km of land area),EN.POP.DNST,Sub-Saharan Africa,SSF,33.8827249589225,39.8116683600227,50.7620843086558
Population density (people per sq. km of land area),EN.POP.DNST,Sub-Saharan Africa (excluding high income),SSA,33.8795614936997,39.8084206383218,50.7586283354254
Population density (people per sq. km of land area),EN.POP.DNST,Sub-Saharan Africa (IDA & IBRD countries),TSS,33.8827249589225,39.8116683600227,50.7620843086558
Population density (people per sq. km of land area),EN.POP.DNST,Upper middle income,UMC,40.6419264873884,42.4754348035284,45.4691766291018
Population density (people per sq. km of land area),EN.POP.DNST,World,WLD,49.8749745589691,53.7156063295107,59.6362362611782
,,,,,,
,,,,,,
,,,,,,
Data from database: World Development Indicators,,,,,,
Last Updated: 04/09/2020,,,,,,
